Tier,RSC ID,Player Name,Team(s),Franchise(s),Conf.,Div,SBV,GP,W%,W,L,MVPs,P,SP,NP,G,A,Sv,Sh,Sh%,PPG,GPG,APG,SvPG,ShPG
Challenger,RSC001542,OptimusTitz,Foxes,The Pack,Lunar,N/A,20.91,42,0.238,10,32,1,5695,4360,1335,8,21,39,56,0.145,135.60,0.19,0.50,0.91,1.31
Challenger,RSC001552,pandafan,Foxes,The Pack,Lunar,N/A,46.24,48,0.25,12,36,6,9261,8210,1051,32,10,69,106,0.295,192.92,0.65,0.21,1.42,2.19
Challenger,RSC001828,zcgentry,Foxes,The Pack,Lunar,N/A,46.45,38,0.289,11,27,5,7015,6070,945,26,13,41,77,0.325,184.61,0.66,0.32,1.05,2.03
Challenger,RSC003545,Grumpy_Mittens,Novus,Paradigm,Lunar,N/A,39.3,19,0.316,6,13,1,3235,2870,365,12,5,21,37,0.297,170.26,0.58,0.26,1.05,1.95
Challenger,RSC000292,Ignite,Novus,Paradigm,Lunar,N/A,18.91,53,0.245,13,40,1,7320,5960,1360,22,12,50,66,0.333,138.11,0.42,0.21,0.93,1.25
Challenger,RSC001495,Mootsmcboots,Novus,Paradigm,Lunar,N/A,27.86,36,0.306,11,25,2,5475,4060,1415,13,12,30,66,0.200,152.08,0.36,0.31,0.81,1.81
Challenger,,XxXGu5XxX,Novus,Paradigm,Lunar,N/A,69.77,36,0.333,12,24,10,8616,6980,1636,30,13,48,93,0.326,239.31,0.83,0.36,1.33,2.56
Challenger,RSC000097,Dravaco,Sneks,The Snake Pit,Solar,N/A,62.39,44,0.5,22,22,12,9690,7620,2070,28,20,57,97,0.281,220.23,0.61,0.43,1.27,2.18
Challenger,RSC001355,Gringo,Sneks,The Snake Pit,Solar,N/A,59.42,34,0.471,16,18,9,7301,5880,1421,22,12,46,78,0.282,214.71,0.65,0.32,1.32,2.29
Challenger,RSC001598,Rakkety_Tam,Sneks,The Snake Pit,Solar,N/A,36.3,49,0.51,25,24,2,7020,7240,-220,30,13,57,74,0.397,143.27,0.59,0.25,1.14,1.49
Challenger,,WrathofMcGrath,Sneks,The Snake Pit,Solar,N/A,49.28,40,0.5,20,20,6,6990,6060,930,27,15,39,66,0.409,174.75,0.68,0.38,0.98,1.65
Challenger,,3dgE,Spartans,The Sovereign,Lunar,N/A,64.89,23,0.522,12,11,4,4636,4030,606,21,9,19,53,0.396,201.52,0.91,0.35,0.78,2.30
Challenger,,Creation,Spartans,The Sovereign,Lunar,N/A,47.76,41,0.439,18,23,5,7025,5780,1245,26,21,28,73,0.343,171.34,0.61,0.49,0.66,1.78
Challenger,RSC001492,MoatsArt,Spartans,The Sovereign,Lunar,N/A,51.03,44,0.455,20,24,5,8241,6490,1751,31,13,35,99,0.303,187.27,0.68,0.30,0.77,2.25
Challenger,RSC000778,intrude_N313,Spartans,The Sovereign,Lunar,N/A,47.63,28,0.5,14,14,6,4970,4370,600,16,14,34,37,0.417,177.50,0.54,0.50,1.18,1.29
Challenger,,Laprius_,Tens,House of Cards,Lunar,N/A,46.93,48,0.479,23,25,5,8726,6740,1986,30,15,42,89,0.337,181.77,0.63,0.31,0.88,1.85
Challenger,RSC001505,MuellCity,Tens,House of Cards,Lunar,N/A,55.02,36,0.444,16,20,5,6705,5540,1165,21,21,34,69,0.309,186.25,0.58,0.58,0.94,1.89
Challenger,,cthulu33,Tens,House of Cards,Lunar,N/A,37.36,36,0.417,15,21,1,5245,4720,525,21,13,27,62,0.339,145.69,0.58,0.36,0.75,1.72
Challenger,RSC000096,ryryboltwrap,Tens,House of Cards,Lunar,N/A,69.82,48,0.5,24,24,15,10540,9220,1320,38,22,63,117,0.319,219.58,0.77,0.44,1.29,2.42
Challenger,,Duck Norris,Zombies,The Dungeon,Solar,N/A,75.89,39,0.744,29,10,12,7980,7260,720,32,22,41,91,0.344,204.62,0.80,0.56,1.03,2.31
Challenger,,Juanma2060,Zombies,The Dungeon,Solar,N/A,77.19,35,0.743,26,9,16,7405,6410,995,32,18,30,81,0.395,211.57,0.91,0.49,0.83,2.31
Challenger,,Sir Bacon,Zombies,The Dungeon,Solar,N/A,58.36,21,0.714,15,6,1,3960,3630,330,13,10,30,33,0.394,188.57,0.62,0.43,1.38,1.57
Challenger,,paintballpaki,Zombies,The Dungeon,Solar,N/A,64.29,46,0.761,35,11,6,8375,7150,1225,36,22,30,95,0.369,182.07,0.76,0.48,0.65,2.07
Elite,RSC003610,Dred,Blizzards,The Storm,Solar,N/A,66.63,43,0.698,30,13,6,9915,8990,925,36,32,56,99,0.354,230.58,0.81,0.72,1.30,2.30
Elite,RSC001268,Duke,Blizzards,The Storm,Solar,N/A,87.49,61,0.721,44,17,18,16575,14810,1765,67,52,79,156,0.423,271.72,1.08,0.85,1.28,2.56
Elite,,GCP_Volts,Blizzards,The Storm,Solar,N/A,45.28,23,0.609,14,9,3,4586,3840,746,19,11,19,44,0.442,199.35,0.83,0.48,0.78,1.87
Elite,RSC000193,Shamu,Blizzards,The Storm,Solar,N/A,79.22,70,0.686,48,22,17,18275,15070,3205,68,47,77,207,0.328,261.07,0.97,0.67,1.10,2.96
Elite,RSC001214,Corrupt,Coyotes,The Pack,Lunar,N/A,71.91,26,0.538,14,12,6,6676,5670,1006,24,16,35,72,0.338,256.73,0.92,0.62,1.35,2.73
Elite,,DeadSet | snorkz,Coyotes,The Pack,Lunar,N/A,74.94,28,0.5,14,14,7,7461,6560,901,30,16,40,76,0.400,266.43,1.07,0.57,1.39,2.68
Elite,RSC000106,Nagz,Coyotes,The Pack,Lunar,N/A,58.35,41,0.366,15,26,6,9735,8080,1655,29,28,54,108,0.262,237.44,0.68,0.66,1.32,2.61
Elite,,StarFax,Coyotes,The Pack,Lunar,N/A,34.32,49,0.265,13,36,4,9955,8140,1815,28,27,64,79,0.354,203.16,0.57,0.53,1.31,1.61
Elite,RSC002015,Benji,Devin's Heart,Cole World,Solar,N/A,39.33,35,0.486,17,18,8,7401,5400,2001,21,16,37,65,0.323,211.43,0.60,0.43,1.03,1.86
Elite,RSC000310,ChrisakaMrXD,Devin's Heart,Cole World,Solar,N/A,41.42,52,0.519,27,25,4,10291,8040,2251,31,28,49,109,0.278,197.89,0.58,0.54,0.94,2.08
Elite,RSC000688,Natty,Devin's Heart,Cole World,Solar,N/A,69.11,60,0.533,32,28,13,15515,13080,2435,56,32,86,158,0.357,258.58,0.93,0.52,1.43,2.62
Elite,,henrY,Devin's Heart,Cole World,Solar,N/A,55.15,51,0.471,24,27,8,11860,10120,1740,37,27,78,117,0.310,232.55,0.71,0.53,1.51,2.28
Elite,RSC001522,NightWOLF907,Dukes,The Kingdom,Lunar,N/A,51.17,52,0.365,19,33,6,11615,9780,1835,31,27,79,138,0.226,223.37,0.60,0.52,1.52,2.64
Elite,RSC001534,NoxPhoenix,Dukes,The Kingdom,Lunar,N/A,58.38,48,0.438,21,27,6,11340,9310,2030,52,18,39,126,0.413,236.25,1.08,0.38,0.79,2.63
Elite,RSC003552,Taxicab,Dukes,The Kingdom,Lunar,N/A,13.36,15,0.267,4,11,0,2445,1820,625,3,5,20,27,0.111,163.00,0.20,0.33,1.27,1.80
Elite,RSC000701,sdo929,Dukes,The Kingdom,Lunar,N/A,69.48,44,0.432,19,25,9,11040,9160,1880,43,29,43,126,0.344,250.91,0.98,0.66,0.96,2.84
Elite,,Barnacle Boi,FA,Free Agent,N/A,N/A,22.17,4,0,0,4,0,820,610,210,3,1,4,6,0.500,205.00,0.75,0.25,1.00,1.50
Elite,RSC003618,Creature,FA,Free Agent,N/A,N/A,37.87,12,0.333,4,8,1,2421,2190,231,9,6,15,24,0.334,201.67,0.67,0.42,1.25,2.00
Elite,RSC003601,Freshwater,FA,Free Agent,N/A,N/A,-4.52,4,0,0,4,0,555,390,165,0,2,5,4,0.000,138.75,0.00,0.50,1.25,1.00
Elite,RSC003567,Gibleedoo,FA,Free Agent,N/A,N/A,45.82,16,0.562,9,7,3,3425,2650,775,9,9,20,30,0.300,214.06,0.56,0.56,1.25,1.88
Elite,RSC003526,Liefx,FA,Free Agent,N/A,N/A,24.54,4,0.25,1,3,0,685,510,175,2,1,3,11,0.182,171.25,0.50,0.25,0.75,2.75
Elite,RSC001556,Parkdog,FA,Free Agent,N/A,N/A,0.46,12,0.333,4,8,0,1780,1170,610,3,3,12,12,0.167,148.33,0.17,0.25,1.00,1.00
Elite,RSC000204,Seifer,FA,Free Agent,N/A,N/A,42.77,16,0.312,5,11,2,3225,2710,515,10,8,18,41,0.244,201.56,0.63,0.50,1.13,2.56
Elite,RSC003529,Skillett,FA,Free Agent,N/A,N/A,-3.86,3,0,0,3,0,480,240,240,0,1,3,4,0.000,160.00,0.00,0.33,1.00,1.33
Elite,RSC000220,Sparcnova,FA,Free Agent,N/A,N/A,66.97,20,0.55,11,9,2,4640,4080,560,18,16,20,48,0.375,232.00,0.90,0.80,1.00,2.40
Elite,,Stover,FA,Free Agent,N/A,N/A,48.81,4,0.75,3,1,1,850,690,160,3,1,5,9,0.333,212.50,0.75,0.25,1.25,2.25
Elite,,Ven,FA,Free Agent,N/A,N/A,32.15,22,0.273,6,16,2,4741,3190,1551,14,7,20,44,0.318,215.46,0.64,0.27,0.91,2.00
Elite,,basedBara,FA,Free Agent,N/A,N/A,46.19,35,0.6,21,14,4,7081,5790,1291,23,21,35,69,0.324,202.29,0.63,0.60,1.00,1.94
Elite,,bobandrews43,FA,Free Agent,N/A,N/A,9.71,12,0,0,12,0,1590,1310,280,3,9,7,21,0.143,132.50,0.25,0.75,0.58,1.75
Elite,RSC000056,tykilla,FA,Free Agent,N/A,N/A,-10.05,4,0,0,4,0,495,390,105,1,1,4,4,0.250,123.75,0.25,0.25,1.00,1.00
Elite,RSC003583,Nicnac,Falcons,Birds of Prey,Solar,N/A,50.39,43,0.512,22,21,6,9630,7690,1940,29,23,54,94,0.308,223.95,0.67,0.51,1.23,2.19
Elite,RSC006747,Panda,Falcons,Birds of Prey,Solar,N/A,61.04,52,0.442,23,29,10,13186,10040,3146,43,25,61,144,0.292,253.56,0.81,0.46,1.15,2.77
Elite,RSC000482,Poofy,Falcons,Birds of Prey,Solar,N/A,61.72,44,0.523,23,21,9,10570,9120,1450,38,24,60,112,0.333,240.23,0.84,0.52,1.34,2.52
Elite,RSC001590,PxlBuzzard,Falcons,Birds of Prey,Solar,N/A,50.19,48,0.438,21,27,7,10120,8610,1510,39,29,44,106,0.368,210.83,0.81,0.60,0.90,2.21
Elite,RSC000252,Cearu,Gladiators,The Sovereign,Lunar,N/A,103.61,59,0.814,48,11,17,17795,15000,2795,74,53,63,180,0.413,301.61,1.25,0.90,1.05,3.03
Elite,RSC003534,DeadSet | anubis,Gladiators,The Sovereign,Lunar,N/A,112.65,60,0.833,50,10,28,18645,15990,2655,83,56,56,209,0.392,310.75,1.37,0.93,0.92,3.48
Elite,,Metaquixotism,Gladiators,The Sovereign,Lunar,N/A,82.41,42,0.81,34,8,4,9931,9280,651,42,42,38,108,0.392,236.43,1.00,1.00,0.88,2.55
Elite,RSC001792,Vroko,Gladiators,The Sovereign,Lunar,N/A,77.33,29,0.793,23,6,3,6996,6320,676,27,23,34,77,0.338,241.21,0.90,0.79,1.17,2.66
Elite,RSC000269,Apocalypse,Kings,House of Cards,Lunar,N/A,79.62,45,0.511,23,22,11,12800,9960,2840,47,27,51,136,0.345,284.44,1.04,0.58,1.13,3.02
Elite,RSC000425,El Diablo Rojo,Kings,House of Cards,Lunar,N/A,73.71,56,0.589,33,23,13,14565,12140,2425,46,40,81,149,0.311,260.09,0.82,0.71,1.45,2.64
Elite,RSC000159,Prussia,Kings,House of Cards,Lunar,N/A,44.18,32,0.531,17,15,4,6340,5490,850,24,16,32,69,0.333,198.13,0.72,0.47,1.00,2.16
Elite,RSC000440,Ukrops,Kings,House of Cards,Lunar,N/A,37.98,52,0.5,26,26,4,9681,8540,1141,36,22,56,104,0.346,186.15,0.69,0.42,1.06,2.00
Elite,RSC000329,Melted,Leviathans,πολύ κεφάλη,Lunar,N/A,58.97,63,0.603,38,25,10,13871,11570,2301,43,52,67,132,0.318,220.16,0.67,0.83,1.06,2.10
Elite,RSC003412,Python,Leviathans,πολύ κεφάλη,Lunar,N/A,63.39,45,0.578,26,19,11,11056,9080,1976,45,19,50,113,0.402,245.67,1.00,0.42,1.11,2.49
Elite,RSC003658,Valcept,Leviathans,πολύ κεφάλη,Lunar,N/A,55.35,12,0.667,8,4,2,2785,2320,465,12,4,13,27,0.423,232.08,0.92,0.33,1.08,2.17
Elite,RSC000408,Xero,Leviathans,πολύ κεφάλη,Lunar,N/A,65.98,72,0.556,40,32,14,17356,14140,3216,59,50,76,194,0.301,241.04,0.81,0.68,1.04,2.68
Elite,RSC001435,Kranne,Lightning,Electric Mayhem,Lunar,N/A,48.31,56,0.5,28,28,10,12710,10740,1970,39,21,94,109,0.358,226.96,0.70,0.38,1.66,1.95
Elite,RSC003620,LDub,Lightning,Electric Mayhem,Lunar,N/A,33.96,16,0.438,7,9,2,3040,2730,310,8,8,25,28,0.259,190.00,0.44,0.50,1.56,1.69
Elite,RSC003623,Nick ^_^,Lightning,Electric Mayhem,Lunar,N/A,35.8,47,0.532,25,22,5,8870,7220,1650,29,16,51,97,0.302,188.72,0.62,0.34,1.09,2.04
Elite,RSC001199,classy,Lightning,Electric Mayhem,Lunar,N/A,65.51,43,0.535,23,20,11,10535,8950,1585,31,36,63,90,0.333,245.00,0.70,0.84,1.44,2.09
Elite,RSC000127,Czexmix,Nebulas,Galaxy Squad,Lunar,N/A,50.43,46,0.5,23,23,2,9536,8560,976,33,28,56,106,0.305,207.28,0.70,0.59,1.20,2.28
Elite,RSC001252,Dondochaka,Nebulas,Galaxy Squad,Lunar,N/A,54.28,52,0.5,26,26,12,11505,10420,1085,48,26,64,112,0.423,221.25,0.90,0.50,1.21,2.14
Elite,RSC003537,SpenSah,Nebulas,Galaxy Squad,Lunar,N/A,63.32,46,0.478,22,24,10,11356,9400,1956,42,25,56,115,0.365,246.85,0.91,0.54,1.22,2.50
Elite,RSC001660,sidneycheeks,Nebulas,Galaxy Squad,Lunar,N/A,66.65,36,0.528,19,17,6,8810,7090,1720,29,27,38,94,0.298,244.72,0.78,0.75,1.03,2.61
Elite,RSC002671,Aimz,Oxi Cleans,Cleanup Crew,Solar,N/A,68.29,57,0.632,36,21,10,13725,10830,2895,39,52,59,138,0.276,240.79,0.67,0.90,1.04,2.42
Elite,RSC001224,Daelisk,Oxi Cleans,Cleanup Crew,Solar,N/A,75.05,53,0.642,34,19,13,13825,11550,2275,50,36,68,135,0.363,260.85,0.93,0.68,1.28,2.55
Elite,RSC002018,Prine,Oxi Cleans,Cleanup Crew,Solar,N/A,78.56,49,0.612,30,19,12,12870,11280,1590,64,20,47,153,0.412,262.65,1.29,0.41,0.94,3.12
Elite,,Resonant,Oxi Cleans,Cleanup Crew,Solar,N/A,40.54,24,0.458,11,13,2,4856,4100,756,17,9,29,50,0.347,202.29,0.71,0.38,1.17,2.04
Elite,,MrAnderson213,Primarch,Paradigm,Lunar,N/A,44.54,28,0.536,15,13,4,5816,4460,1356,17,17,28,51,0.333,207.68,0.61,0.61,1.00,1.82
Elite,RSC001532,Notta,Primarch,Paradigm,Lunar,N/A,51.27,4,0.5,2,2,1,860,700,160,3,2,4,10,0.300,215.00,0.75,0.50,1.00,2.50
Elite,,Yung clipz,Primarch,Paradigm,Lunar,N/A,59.24,43,0.488,21,22,11,10316,8910,1406,37,20,63,106,0.349,239.88,0.86,0.44,1.44,2.47
Elite,RSC001077,Zebu,Primarch,Paradigm,Lunar,N/A,39.6,44,0.477,21,23,4,8825,7800,1025,29,17,65,80,0.362,200.57,0.66,0.39,1.46,1.82
Elite,RSC001172,ButterandCream,Quads,The Quad Dynasty,Solar,N/A,62.82,47,0.617,29,18,10,11440,8700,2740,40,26,44,120,0.333,243.40,0.85,0.53,0.94,2.55
Elite,RSC003638,Jhogue44,Quads,The Quad Dynasty,Solar,N/A,38.8,19,0.474,9,10,3,3756,2990,766,10,12,21,34,0.294,197.63,0.53,0.58,1.11,1.79
Elite,RSC000403,Mezberry,Quads,The Quad Dynasty,Solar,N/A,64.92,36,0.389,14,22,6,9260,7870,1390,35,18,51,92,0.384,257.22,0.97,0.50,1.39,2.53
Elite,RSC000226,Uorodin,Quads,The Quad Dynasty,Solar,N/A,60.39,48,0.5,24,24,10,11680,9120,2560,33,30,62,122,0.265,243.33,0.67,0.63,1.27,2.52
Elite,RSC003584,Chrono,Reverb,Studio City,Lunar,N/A,61.13,34,0.588,20,14,6,8316,6320,1996,27,13,39,102,0.257,244.56,0.77,0.38,1.15,2.97
Elite,RSC003636,NinjaB,Reverb,Studio City,Lunar,N/A,66.8,33,0.606,20,13,7,8425,6790,1635,24,23,49,79,0.295,255.30,0.70,0.67,1.46,2.36
Elite,,Peach Tundra,Reverb,Studio City,Lunar,N/A,36.71,20,0.45,9,11,2,4015,2630,1385,6,9,21,53,0.113,200.75,0.30,0.45,1.05,2.65
Elite,,Ricky,Reverb,Studio City,Lunar,N/A,47.54,40,0.55,22,18,6,8765,6760,2005,31,13,42,91,0.341,219.13,0.78,0.33,1.05,2.28
Elite,RSC003655,Macklishh,Stingrays,The Aquarium,Solar,N/A,61.75,30,0.267,8,22,5,7555,6810,745,31,12,46,81,0.387,251.83,1.03,0.40,1.53,2.67
Elite,RSC000406,Mako,Stingrays,The Aquarium,Solar,N/A,34.56,42,0.262,11,31,2,8476,7220,1256,31,10,54,92,0.337,201.79,0.74,0.24,1.26,2.19
Elite,RSC001704,Spyhop,Stingrays,The Aquarium,Solar,N/A,1.27,26,0.115,3,23,0,3725,2640,1085,5,13,24,29,0.143,143.27,0.15,0.50,0.92,1.08
Elite,,delta hx,Stingrays,The Aquarium,Solar,N/A,25.84,46,0.239,11,35,4,8386,6110,2276,22,22,38,91,0.231,182.28,0.46,0.48,0.83,1.98
Elite,RSC003652,BestPayload,Tarrasques,The Dungeon,Solar,N/A,63.54,20,0.5,10,10,3,4455,3820,635,18,14,15,57,0.316,222.75,0.90,0.70,0.75,2.85
Elite,,Envee,Tarrasques,The Dungeon,Solar,N/A,72.98,60,0.45,27,33,14,15536,12550,2986,59,41,56,180,0.322,258.92,0.97,0.68,0.93,3.00
Elite,RSC000080,Murloc,Tarrasques,The Dungeon,Solar,N/A,45.01,60,0.45,27,33,7,11700,9770,1930,44,36,44,137,0.321,195.00,0.73,0.60,0.73,2.28
Elite,RSC000014,Queue,Tarrasques,The Dungeon,Solar,N/A,31,24,0.333,8,16,0,4331,3710,621,12,9,30,56,0.218,180.42,0.50,0.38,1.25,2.29
Elite,RSC001526,Nobody Special,Thunder Eagles,The Birdcage,Lunar,N/A,40.17,50,0.32,16,34,4,10500,8850,1650,38,19,62,100,0.380,210.00,0.76,0.38,1.24,2.00
Elite,RSC001612,Reverse Fridge,Thunder Eagles,The Birdcage,Lunar,N/A,37.37,54,0.537,29,25,3,9825,8170,1655,33,24,49,122,0.263,181.94,0.59,0.44,0.89,2.26
Elite,RSC001703,Spoopy Ougi,Thunder Eagles,The Birdcage,Lunar,N/A,50.87,50,0.32,16,34,9,11740,9530,2210,30,30,79,108,0.278,234.80,0.60,0.60,1.58,2.16
Elite,,The Wizard,Thunder Eagles,The Birdcage,Lunar,N/A,50.49,50,0.36,18,32,6,10940,9450,1490,43,27,54,110,0.391,218.80,0.86,0.54,1.08,2.20
Elite,,Badb0yz143,Titans,The Acropolis,Solar,N/A,16.73,26,0.192,5,21,2,4756,3870,886,9,7,44,42,0.219,182.89,0.35,0.23,1.65,1.58
Elite,RSC000294,Big Boi Johnny,Titans,The Acropolis,Solar,N/A,31.62,34,0.176,6,28,4,6490,5540,950,20,17,40,69,0.276,190.88,0.56,0.50,1.18,2.03
Elite,RSC003628,Bloo,Titans,The Acropolis,Solar,N/A,38.64,28,0.393,11,17,2,5591,4440,1151,23,10,21,59,0.390,199.64,0.82,0.36,0.75,2.11
Elite,RSC001420,KittenDuck,Titans,The Acropolis,Solar,N/A,40.3,37,0.405,15,22,4,7126,5880,1246,25,23,29,78,0.308,192.57,0.65,0.60,0.76,2.11
Elite,,CU | Zeta,Vehicular Mayhem,CCA Comrades,Solar,N/A,8.15,30,0.3,9,21,1,4395,3690,705,12,10,33,34,0.324,146.50,0.37,0.33,1.10,1.13
Elite,RSC001249,DJDizzeeD,Vehicular Mayhem,CCA Comrades,Solar,N/A,44.76,59,0.356,21,38,9,12440,10610,1830,41,28,74,141,0.286,210.85,0.68,0.46,1.25,2.37
Elite,RSC001354,Inciner8,Vehicular Mayhem,CCA Comrades,Solar,N/A,33.96,40,0.4,16,24,2,7525,5810,1715,19,19,42,86,0.221,188.13,0.48,0.48,1.05,2.15
Elite,RSC001194,chrmil11,Vehicular Mayhem,CCA Comrades,Solar,N/A,49.29,51,0.333,17,34,9,12005,9420,2585,40,15,66,137,0.292,235.39,0.78,0.28,1.28,2.69
Elite,RSC001851,Comentix,Vipers,The Snake Pit,Solar,N/A,71.05,55,0.673,37,18,13,13821,10990,2831,49,38,55,144,0.333,251.27,0.87,0.67,1.00,2.62
Elite,RSC003524,Deifik,Vipers,The Snake Pit,Solar,N/A,52.87,24,0.583,14,10,3,4985,4170,815,11,23,29,47,0.218,207.71,0.42,0.96,1.17,1.92
Elite,RSC000082,Memlo,Vipers,The Snake Pit,Solar,N/A,57.51,51,0.569,29,22,8,11260,9710,1550,47,27,48,126,0.368,220.78,0.90,0.53,0.92,2.45
Elite,,UCS | Fikison,Vipers,The Snake Pit,Solar,N/A,72.75,48,0.729,35,13,12,12116,10680,1436,46,29,70,113,0.398,252.40,0.94,0.60,1.46,2.35
Premier,RSC000067,Jbob,Aces,House of Cards,Lunar,N/A,78.89,54,0.63,34,20,15,16025,12340,3685,60,41,54,159,0.377,296.76,1.11,0.74,1.00,2.94
Premier,RSC000129,Seb,Aces,House of Cards,Lunar,N/A,61.54,52,0.615,32,20,6,12661,11050,1611,44,35,67,155,0.279,243.46,0.83,0.65,1.29,2.96
Premier,RSC003594,Slepy,Aces,House of Cards,Lunar,N/A,46.81,18,0.611,11,7,4,4160,3190,970,15,8,17,44,0.349,231.11,0.83,0.44,0.94,2.39
Premier,,Sweazy.,Aces,House of Cards,Lunar,N/A,100.59,26,0.731,19,7,11,8396,6910,1486,26,27,40,96,0.261,322.89,0.96,1.04,1.54,3.69
Premier,RSC001088,43,Cobras,The Snake Pit,Solar,N/A,94.9,48,0.688,33,15,15,15330,13050,2280,58,46,71,140,0.417,319.38,1.21,0.94,1.48,2.90
Premier,,AdverseMeteor,Cobras,The Snake Pit,Solar,N/A,88.56,48,0.604,29,19,17,15255,12670,2585,53,34,80,167,0.317,317.81,1.10,0.71,1.65,3.48
Premier,RSC003562,Bort,Cobras,The Snake Pit,Solar,N/A,39.44,25,0.56,14,11,1,5025,4630,395,17,9,36,68,0.250,201.00,0.68,0.36,1.44,2.72
Premier,RSC003630,Fredrick,Cobras,The Snake Pit,Solar,N/A,57.43,61,0.639,39,22,6,14280,11280,3000,43,56,54,148,0.284,234.10,0.69,0.90,0.89,2.43
Premier,RSC001275,Eldino,Eagles,Birds of Prey,Solar,N/A,43.22,12,0.583,7,5,1,2535,2300,235,12,3,13,30,0.400,211.25,1.00,0.25,1.08,2.50
Premier,RSC001747,Thundah,Eagles,Birds of Prey,Solar,N/A,58.13,50,0.6,30,20,14,12855,10330,2525,48,24,61,128,0.375,257.10,0.96,0.48,1.22,2.56
Premier,RSC001514,nebluh,Eagles,Birds of Prey,Solar,N/A,46.7,60,0.617,37,23,7,13526,11110,2416,39,38,80,131,0.298,225.42,0.65,0.62,1.33,2.18
Premier,RSC001698,sparkcity,Eagles,Birds of Prey,Solar,N/A,67.29,56,0.643,36,20,14,14696,11350,3346,51,40,51,170,0.296,262.41,0.89,0.71,0.89,3.02
Premier,RSC003613,Cryo,FA,Free Agent,N/A,N/A,41.33,7,0.571,4,3,1,1446,1230,216,5,5,7,13,0.384,206.43,0.71,0.71,1.00,1.86
Premier,RSC003639,Dopler,FA,Free Agent,N/A,N/A,-6.51,4,0.25,1,3,0,635,360,275,1,1,3,6,0.167,158.75,0.25,0.25,0.75,1.50
Premier,,Matteo,FA,Free Agent,N/A,N/A,54.44,20,0.55,11,9,1,4700,4160,540,13,17,31,46,0.283,235.00,0.65,0.85,1.55,2.30
Premier,,SmilezRL,FA,Free Agent,N/A,N/A,30,17,0.412,7,10,2,3755,2770,985,13,7,15,37,0.333,220.88,0.71,0.35,0.88,2.12
Premier,RSC001719,Sugar,FA,Free Agent,N/A,N/A,-16.05,11,0.364,4,7,0,1146,990,156,2,6,8,9,0.111,104.09,0.09,0.46,0.73,0.82
Premier,,Theclamhammer69,FA,Free Agent,N/A,N/A,29.29,40,0.25,10,30,3,8275,7250,1025,29,21,49,85,0.341,206.88,0.73,0.53,1.23,2.13
Premier,RSC000336,Bismarck,Hurricanes,The Storm,Solar,N/A,60.14,60,0.5,30,30,16,16020,13030,2990,56,38,80,153,0.366,267.00,0.93,0.63,1.33,2.55
Premier,RSC001579,Premium Manatee,Hurricanes,The Storm,Solar,N/A,48.83,40,0.45,18,22,7,9540,7990,1550,34,21,50,104,0.327,238.50,0.85,0.53,1.25,2.60
